-3.039999999999999994e-02,-1.016638119953343746e-03,-7.684560775823893412e-04
-2.879999999999999921e-02,-8.119951550104679292e-04,-5.673417028148075060e-04
-2.719999999999999848e-02,-6.477013794049624011e-04,-4.080629057024496133e-04
-2.559999999999999776e-02,-5.175261370194279538e-04,-2.842880052391933560e-04
-2.400000000000000050e-02,-4.156097526737633201e-04,-1.900343014598223864e-04
-2.239999999999999977e-02,-3.365834281210748863e-04,-1.197891170582161488e-04
-2.079999999999999905e-02,-2.756504889397352756e-04,-6.859334589011717898e-05
-1.920000000000000179e-02,-2.286339641911490459e-04,-3.209236900047419592e-05
-1.759999999999999759e-02,-1.919952261535526252e-04,-6.558813332971217581e-06
-1.600000000000000033e-02,-1.628281628829409203e-04,1.110869413680436700e-05
-1.439999999999999961e-02,-1.388331017929723976e-04,2.340688842531951706e-05
-1.279999999999999888e-02,-1.182744478864801142e-04,3.226567500115200889e-05
-1.119999999999999815e-02,-9.992574571197261634e-05,3.909890442492630603e-05
-9.599999999999997424e-03,-8.300561955927936392e-05,4.486480984261112602e-05
-8.000000000000000167e-03,-6.710779184925899405e-05,5.013298256103585729e-05
-6.399999999999999439e-03,-5.212812511325527266e-05,5.515495109758939221e-05
-4.799999999999998712e-03,-3.819137839875001776e-05,5.993563625171982931e-05
-3.199999999999997985e-03,-2.558011437842897513e-05,6.430318020486871123e-05
-1.599999999999997258e-03,-1.466793888064137271e-05,6.797488971601694900e-05
0.000000000000000000e+00,-5.859000000000000147e-06,7.061728864555573155e-05
1.600000000000000727e-03,4.645806123662250096e-07,7.189853911847682549e-05
3.200000000000004924e-03,3.985926238629053171e-06,7.153175957037403597e-05
4.800000000000002182e-03,4.486109883104166927e-06,6.930803829794758488e-05
6.399999999999999439e-03,1.865436438311759585e-06,6.511821043213243524e-05
8.000000000000003636e-03,-3.847352134320142888e-06,5.896273283077574698e-05
9.600000000000000894e-03,-1.249834841244933415e-05,5.094925437192623560e-05
1.120000000000000509e-02,-2.382437315361624658e-05,4.127773819745625167e-05
1.280000000000000235e-02,-3.748138165371420910e-05,3.021324763672663934e-05
1.439999999999999961e-02,-5.308501894877120622e-05,1.804675904270070549e-05
1.600000000000000380e-02,-7.026270542644430842e-05,5.044612914397242354e-06
1.760000000000000106e-02,-8.871637985439496368e-05,-8.612540094385249308e-06
1.920000000000000526e-02,-1.082947722734794630e-04,-2.290019866371942792e-05
2.080000000000000251e-02,-1.290738246444522817e-04,-3.802853419428625431e-05
2.239999999999999977e-02,-1.514436225776482280e-04,-5.452739366061677402e-05
2.400000000000000397e-02,-1.761999469158728455e-04,-7.333595104292545781e-05
2.560000000000000123e-02,-2.046382993814959816e-04,-9.589492265546823596e-05
2.720000000000000542e-02,-2.386480019395129722e-04,-1.242389960711267965e-04
2.880000000000000268e-02,-2.808037149690964475e-04,-1.610868400744454548e-04
3.039999999999999994e-02,-3.344514647769331267e-04,-2.099257597423167404e-04
